MECID,CommitteeName,Comm_Type,Comm_Status,Candidate FName,Candidate MName,Candidate LName,ElectionDate,Office Sought
C000460,Senate Majority Fund,Political Action,Terminated,,,,,
C000461,Ford Motor Company Civic Action Fund-Missouri,Political Action,Terminated,,,,,
C000462,Wilkins For Prosecutor,Candidate,Terminated,Robert,G,Wilkins,8/6/2002,Prosecuting Attorney
C000462,Wilkins For Prosecutor,Candidate,Terminated,Robert,G,Wilkins,11/5/2002,Prosecuting Attorney
C000462,Wilkins For Prosecutor,Candidate,Terminated,Robert,G,Wilkins,8/8/2006,Prosecuting Attorney
C000463,Jerry T Howard 2000,Debt Service,Terminated,Jerry,,Howard,8/8/2000,State Senator
C000464,Citizens for Lower Taxes,Political Action,Terminated,,,,,
C000465,Committee for the Future,Political Action,Active,,,,,
C000466,Laborers Union Local No 718 Voluntary Political Fund,Political Action,Terminated,,,,,
C000467,3rd Legislative District Republican Central Committee,Political Party,Terminated,,,,,
C000469,Klindt For State Senate,Candidate,Terminated,David ,,Klindt,8/6/2002,State Senator
C000469,Klindt For State Senate,Candidate,Terminated,David ,,Klindt,11/5/2002,State Senator
C000470,Friends Of Lucy Young,Candidate,Terminated,Lucy,,Young,4/2/2002,Council Person
C000471,NW MO Republican Candidate Fund,Political Action,Active,,,,,
C000472,Viewpoint Continuing Committee,Political Action,Terminated,,,,,
C000473,Citizens For Dolan,Candidate,Terminated,Jonathan ,,Dolan,8/6/2002,State Senator
C000473,Citizens For Dolan,Candidate,Terminated,Jonathan ,,Dolan,11/5/2002,State Senator
C000473,Citizens For Dolan,Candidate,Terminated,Jonathan ,,Dolan,8/8/2006,State Senator
C000474,Tesson Ferry Democratic Organization,Political Action,Active,,,,,
C000475,Democrats of Tesson Ferry,Political Action,Terminated,,,,,
C000476,Citizens To Elect Rauls,Candidate,Terminated,Samuel,,Rauls,8/6/2002,Associate Commissioner
C000476,Citizens To Elect Rauls,Candidate,Terminated,Samuel,,Rauls,11/5/2002,Associate Commissioner
C000477,University Township Republican Organization,Political Action,Terminated,,,,,
C000478,La Raza Political Club Inc,Political Action,Active,,,,,
C000479,Citizens For Bearden,Candidate,Terminated,Carl,,Bearden,8/6/2002,State Representative
C000479,Citizens For Bearden,Candidate,Terminated,Carl,,Bearden,11/5/2002,State Representative
C000479,Citizens For Bearden,Candidate,Terminated,Carl,,Bearden,8/3/2004,State Representative
C000479,Citizens For Bearden,Candidate,Terminated,Carl,,Bearden,11/2/2004,State Representative
C000479,Citizens For Bearden,Candidate,Terminated,Carl,,Bearden,8/8/2006,State Representative
C000479,Citizens For Bearden,Candidate,Terminated,Carl,,Bearden,11/7/2006,State Representative
C000480,Lewis & Clark Township Republican Club,Political Action,Terminated,,,,,
C000481,Residential Care Facility PAC (RCF-PAC),Political Action,Active,,,,,
C000482,Crawford County Republican Central Committee,Political Party,Active,,,,,
C000483,Businesses for a Better Joplin,Political Action,Active,,,,,
C000484,Committee To Elect Jack Banas,Candidate,Terminated,John (Jack) ,P,Banas,8/6/2002,Prosecuting Attorney
C000484,Committee To Elect Jack Banas,Candidate,Terminated,John (Jack) ,P,Banas,11/5/2002,Prosecuting Attorney
C000484,Committee To Elect Jack Banas,Candidate,Terminated,John (Jack) ,P,Banas,8/8/2006,Prosecuting Attorney
C000484,Committee To Elect Jack Banas,Candidate,Terminated,John (Jack) ,P,Banas,11/7/2006,Prosecuting Attorney
C000484,Committee To Elect Jack Banas,Candidate,Terminated,John (Jack) ,P,Banas,11/2/2010,Prosecuting Attorney
C000485,St Charles County Democratic Club,Political Action,Active,,,,,
C000486,Committee To Elect Gambaro,Candidate,Terminated,Derio,L,Gambaro,8/6/2002,State Representative
C000487,Nooter Corporation Poltical Action Committee,Political Action,Terminated,,,,,
C000488,Slay For Mayor Debt Retirement Committee,Debt Service,Terminated,F,,Slay,4/3/2001,Mayor
C000489,Small Business Alliance,Political Action,Terminated,,,,,
C000490,Anita Yeckel Campaign Committee,Debt Service,Terminated,Bob,,Yeckel,8/8/2000,State Senator
C000491,Doyle Childers Campaign,Candidate,Terminated,Doyle,,Childers,8/3/2004,State Representative
C000493,Committee To Elect Bob Hilgemann,Candidate,Terminated,Robert,,Hilgemann,8/6/2002,State Representative
C000493,Committee To Elect Bob Hilgemann,Candidate,Terminated,Robert,,Hilgemann,11/5/2002,State Representative
C000494,Committee To Elect Betty L Thompson,Candidate,Terminated,Betty,L,Thompson,8/6/2002,State Representative
C000494,Committee To Elect Betty L Thompson,Candidate,Terminated,Betty,L,Thompson,11/5/2002,State Representative
C000494,Committee To Elect Betty L Thompson,Candidate,Terminated,Betty,L,Thompson,8/3/2004,State Representative
C000495,Citizens For Eric Zahnd,Candidate,Terminated,Eric,,Zahnd,11/3/1998,State Senator
C000497,7th District Congressional Republican Committee,Political Party,Active,,,,,
C000498,Friends Of Ryan Mckenna,Candidate,Terminated,Ryan,G,Mckenna,8/6/2002,State Representative
C000498,Friends Of Ryan Mckenna,Candidate,Terminated,Ryan,G,Mckenna,11/5/2002,State Representative
C000498,Friends Of Ryan Mckenna,Candidate,Terminated,Ryan,G,Mckenna,8/3/2004,State Representative
C000498,Friends Of Ryan Mckenna,Candidate,Terminated,Ryan,G,Mckenna,11/2/2004,State Representative
C000498,Friends Of Ryan Mckenna,Candidate,Terminated,Ryan,G,Mckenna,8/8/2006,State Senator
C000498,Friends Of Ryan Mckenna,Candidate,Terminated,Ryan,G,Mckenna,11/7/2006,State Senator
C000498,Friends Of Ryan Mckenna,Candidate,Terminated,Ryan,G,Mckenna,8/3/2010,State Senator
C000498,Friends Of Ryan Mckenna,Candidate,Terminated,Ryan,G,Mckenna,11/2/2010,State Senator
C000498,Friends Of Ryan Mckenna,Candidate,Terminated,Ryan,G,Mckenna,8/5/2014,State Auditor
C000501,Young Democrats of the City of St Louis,Political Action,Terminated,,,,,
C000502,Young Democrats of Missouri,Political Action,Active,,,,,
C000503,Womens Political Caucus Eastern Missouri PAC,Political Action,Active,,,,,
C000504,Callaway County Democratic Club,Political Action,Active,,,,,
C000505,Womens Democratic Club-Second Congressional District,Political Party,Terminated,,,,,
C000506,Westport Landing Democratic Club,Political Action,Terminated,,,,,
C000507,Southwestern Association PAC,Political Action,Terminated,,,,,
C000508,Western Mata PAC,Political Action,Terminated,,,,,
C000509,West County Labor Legislative Club,Political Action,Terminated,,,,,
C000510,West County Republican Organization,Political Action,Terminated,,,,,
C000511,Wayne County Womens Democrat Club,Political Action,Terminated,,,,,
C000512,Washington County Democrat Club,Political Action,Terminated,,,,,
C000513,VCBR Democrat Club (Valle Central Big River),Political Action,Terminated,,,,,
C000514,United Union of Roofers Waterproofers & Allied Workers Political Education & Legislative Fund of MO,Political Action,Active,,,,,
C000515,Missouri SMART TD PAC,Political Action,Active,,,,,
C000516,United Ralls County Democrat Club,Political Action,Active,,,,,
C000517,UPAC (AKA United Van Lines LLC Political Action Committee),Political Action,Terminated,,,,,
C000518,UFCW Local 655 Elect Club,Political Action,Active,,,,,
C000519,United Eastern Democrats,Political Action,Active,,,,,
C000520,United Citizens Democratic Assoc,Political Action,Terminated,,,,,
C000521,Ameren Missouri Political Action Committee,Political Action,Active,,,,,
C000522,UMB Financial Corporation PAC,Political Action,Terminated,,,,,
C000523,UMSL-PAC,Political Action,Terminated,,,,,
C000524,UMC College Republican,Political Action,Terminated,,,,,
C000525,UAW Region 5 PAC,Political Action,Active,,,,,
C000526,Truman Democratic Victory Fund,Political Action,Terminated,,,,,
C000527,Thomas Jefferson Democrat Club Inc,Political Action,Terminated,,,,,
C000528,Thomas Jefferson Days,Political Action,Terminated,,,,,
C000529,St Louis 7th Ward Democrats,Political Action,Terminated,,,,,
C000530,The Ronald Reagan Republican Club,Political Action,Terminated,,,,,
C000531,Sierra Club Missouri Chapter PAC,Political Action,Terminated,,,,,
C000532,The Missouri Women's Action Fund,Political Action,Terminated,,,,,
C000533,Jordan W Chambers 19th Ward Reg Demo Organization,Political Action,Terminated,,,,,
C000534,The 11th Ward Regular Democratic Organization,Political Action,Terminated,,,,,
C000535,Teamsters Local Union No 688 Political Action Committee,Political Action,Active,,,,,
C000536,Teamsters Local Union No. 541 PAC,Political Action,Active,,,,,
C000537,Teamsters Local 600 Drive PAC,Political Action,Active,,,,,
C000538,Teamsters Joint Council No 13 Matt Abboud Memorial Fund,Political Action,Terminated,,,,,
C000539,Teamsters Joint Council No 13 Drive Political Fund,Political Action,Active,,,,,
C000540,TeamPAC Teamsters Joint Council No 13,Political Action,Terminated,,,,,
C000541,"Taxpayers Unlimited, Inc.",Political Action,Active,,,,,
C000542,Taxpayers Alliance,Political Action,Terminated,,,,,
C000543,Stop Now!,Political Action,Terminated,,,,,
C000544,IATSE St. Louis Theatrical Brotherhood Local No 6 PAC,Political Action,Active,,,,,
C000545,St Louis Symphony PAC,Political Action,Terminated,,,,,
C000546,St Louis Port Council Ed Pol & Infor Fund,Political Action,Terminated,,,,,
C000547,St Louis Labor Council AFL-CIO Project 2000,Political Action,Active,,,,,
C000548,St Louis Firefighters Local No 73 PAC,Political Action,Active,,,,,
C000549,St Louis Association of Realtors-PAC,Political Action,Active,,,,,
C000550,St Louis Association of Retired Professional Fire Fighters ,Political Action,Active,,,,,
C000551,St Louis Association of Realtors Issues Mobilization,Political Action,Active,,,,,
C000552,St Ferdinand Township Democrats,Political Action,Terminated,,,,,
C000554,St Charles County Emergency Services,Political Action,Terminated,,,,,
C000555,Embarq Employee Political Action Committee of Missouri,Political Action,Terminated,,,,,
C000556,Embarq Corporation Political Action Committee of Missouri,Political Action,Terminated,,,,,
C000557,Sprinkler Fitters Political Educ & Legislative Committee,Political Action,Active,,,,,
C000558,AT&T Missouri Employee Political Action Committee,Political Action,Active,,,,,
C000559,South St Louis County Labor Political Organization,Political Action,Active,,,,,
C000561,Sni-A-Bar Democratic Club,Political Action,Terminated,,,,,
C000562,Site Improvement Association Of Missouri-PAC (SITE PAC),Political Action,Active,,,,,
C000563,Shrink MO Government PAC,Political Action,Terminated,,,,,
C000564,Shelter Insurance Missouri PAC,Political Action,Active,,,,,
C000565,Sheet Metal Workers Union Local No 2 Legislative Action Committee,Political Action,Active,,,,,
C000566,Sheet Metal Workers Local No 36 Voluntary Political Fund,Political Action,Active,,,,,
C000567,Shamrock Democratic Club of Greater Kansas City Missouri,Political Action,Terminated,,,,,
C000568,Senate Republican Campaign Committee,Political Action,Terminated,,,,,
C000569,SEMO Democratic Awareness Committee (SEMO-DAC),Political Action,Terminated,,,,,
C000570,2nd Ward Regular Democratic Club,Political Action,Terminated,,,,,
C000571,2nd Congressional District Rep Womens Club,Political Action,Terminated,,,,,
C000572,Savings Assoc MO Political Elections Committee,Political Action,Terminated,,,,,
C000573,Safer Families for Missouri,Political Action,Active,,,,,
C000574,Rural Telecommunications PAC,Political Action,Active,,,,,
C000575,Roofers Local # 20 PAC,Political Action,Active,,,,,
C000576,Republican Women`s Club of Union,Political Action,Terminated,,,,,
C000577,REAT PAC,Political Action,Terminated,,,,,
C000578,Realtors Political Action Comm MO,Political Action,Terminated,,,,,
C000579,Raytown Democratic Association,Political Action,Active,,,,,
C000580,Raytown Business Partners for Progress,Political Action,Terminated,,,,,
C000581,Pulaski County-PAC,Political Action,Terminated,,,,,
C000582,Progress in Video Electronics-PAC,Political Action,Terminated,,,,,
C000583,Pro Life Citizens PAC,Political Action,Terminated,,,,,
C000584,Printing Industries PAC,Political Action,Active,,,,,
C000585,Premium Standard Farms Better Government Fund,Political Action,Terminated,,,,,
C000586,Emerson's Missouri Responsible Government Fund,Political Action,Active,,,,,
C000587,Plumbing Contractors Political Committee,Political Action,Terminated,,,,,
C000588,Plumbers Local Union No. 8,Political Action,Active,,,,,
C000589,Platte Republican Association,Political Action,Terminated,,,,,
C000590,Platte County Federated Republican Women,Political Action,Terminated,,,,,
C000591,Platte County Citizens for Progress,Political Action,Terminated,,,,,
C000592,Plumbers & Pipefitters Local 562 Political Education Fund,Political Action,Active,,,,,
C000593,Pipefitters Assoc Local #533,Political Action,Active,,,,,
C000594,Phelps County Republican Womens Club,Political Action,Terminated,,,,,
C000595,Pharmacy Political Action Committee,Political Action,Terminated,,,,,
C000596,MONA PAC,Political Action,Active,,,,,
C000597,Old Northeast New Democrats,Political Action,Terminated,,,,,
C000598,United Steel Workers Local 11-6 Gasworkers Voluntary PAC,Political Action,Active,,,,,
C000599,Oakville Democratic Organization,Political Action,Active,,,,,
C000601,Northwest Township Rep Precinct Organization,Political Action,Terminated,,,,,
C000602,Northwest Township Democratic Club Inc-PAC,Political Action,Terminated,,,,,
C000603,Northland Leadership Council,Political Action,Terminated,,,,,
C000604,North Kansas City Democrats,Political Action,Terminated,,,,,
C000605,North East Jefferson County Democratic Club,Political Action,Terminated,,,,,
C000606,North County Labor Legislative Club,Political Action,Active,,,,,
C000608,Bank of America Missouri Political Action Committee,Political Action,Terminated,,,,,
C000609,National Prearranged Services Inc,Political Action,Terminated,,,,,
C000610,National Federation of Independent Business Missouri Political Action Committee,Political Action,Active,,,,,
C000611,Mutual Insurance PAC,Political Action,Terminated,,,,,
C000612,MU-PAC,Political Action,Terminated,,,,,
C000613,MOTruck PAC,Political Action,Active,,,,,
C000614,Monsanto Citizenship Fund,Political Action,Terminated,,,,,
C000615,Monroe County Democratic Club,Political Action,Active,,,,,
C000616,MO Wine & Spirits Association PAC From MO Wine,Political Action,Terminated,,,,,
C000617,MO - ACTE PAC,Political Action,Active,,,,,
C000618,UAW Region 5 Midwest States Political Action Committee (PAC) (MO),Political Action,Active,,,,,
C000619,MO State Teachers Assoc Legislative Impact Co,Political Action,Active,,,,,
C000620,MO State Council of Machinists PAC,Political Action,Active,,,,,
C000621,MO State Council of Fire Fighters PAC,Political Action,Active,,,,,
C000622,Missouri Chiropractors PAC,Political Action,Active,,,,,
C000623,MO Soft Drink Association PAC,Political Action,Terminated,,,,,
C000624,Better Schools for Missouri,Political Action,Active,,,,,
C000625,MO River Township Republican Organization,Political Action,Terminated,,,,,
C000626,7th Senatorial District Republicans,Political Action,Terminated,,,,,
C000627,Missouri River Township Democratic Club,Political Action,Active,,,,,
C000628,Missouri Right to Life Political Action Committee,Political Action,Active,,,,,
C000629,MR PAC,Political Action,Active,,,,,
C000630,MO Restaurant Association PAC,Political Action,Active,,,,,
C000631,MO Residential Care-PAC (MORES PAC),Political Action,Active,,,,,
C000632,Aquila Missouri PAC,Political Action,Terminated,,,,,
C000633,Missouri Psychological Association,Political Action,Active,,,,,
C000634,MO Progressive Voter Education Fund - PAC,Political Action,Terminated,,,,,
C000635,MO Progress Committee Affiliated MO Chamber of Commerce,Political Action,Terminated,,,,,
C000636,The Poultry Federation-PAC,Political Action,Active,,,,,
C000637,MO Podiatry PAC,Political Action,Active,,,,,
C000638,MPTA - PAC,Political Action,Terminated,,,,,
C000639,MO Petroleum Marketers + Convenience Store Assoc PAC,Political Action,Active,,,,,
C000640,MO Osteopathic PAC,Political Action,Active,,,,,
C000641,Missouri Organization of Defense Lawyers Political Action Committee,Political Action,Active,,,,,
C000642,Missouri Optometric Association PAC,Political Action,Active,,,,,
C000643,Missouri National Org For Women PAC,Political Action,Active,,,,,
C000644,MO National Education Assoc-PAC,Political Action,Active,,,,,
C000645,Naral Pro-Choice Missouri PAC ,Political Action,Active,,,,,
C000646,Missouri Mortgage Bankers PAC,Political Action,Active,,,,,
C000647,Mo Medical - PAC,Political Action,Active,,,,,
C000648,MO Manufactured Housing Institute Inc.,Political Action,Active,,,,,
C000649,MO Association of Health Plans Political Action Committee,Political Action,Terminated,,,,,
C000650,Council to Protect Missouris Values,Political Action,Terminated,,,,,
C000651,MO Leadership Council,Political Action,Terminated,,,,,
C000652,MO Land Title PAC,Political Action,Active,,,,,
C000653,MO Insurance Coalition PAC,Political Action,Active,,,,,
C000654,MO Independent Bankers Assoc PAC,Political Action,Active,,,,,
